Date;Bitcoin Core (BTC) Price;Money Supply;Price Volatility;Daily Transactions;Block Size;Transaction Fees;Inflation Rate
26/01/2012;5.8;8193600;121.20272127250259;8014;25185;9.90124733;56.4112
27/01/2012;5.51;8200500;123.19380195176421;6319;21156;4.54825291;56.3042
28/01/2012;5.29;8207550;124.25183628765443;6263;21171;21.49825662;56.2034
29/01/2012;5.62;8214800;125.58763330651226;6044;19509;6.879423;56.1022
30/01/2012;5.42;8223150;126.60992443108694;6370;17780;219.66343439;56.0296
31/01/2012;5.5;8231750;122.3378339772791;6053;15602;28.37913881;55.9413
01/02/2012;5.52;8239250;116.2018421600012;7083;22351;8.21220867;55.8413
02/02/2012;5.85;8246300;117.84007125122234;6519;21172;3.5872108;55.7419
03/02/2012;6.07;8254250;115.66966670748643;7029;21180;11.24391681;55.6569
04/02/2012;5.95;8262150;110.91598035406004;7164;21315;7.14069103;55.5214
05/02/2012;5.83;8270000;90.80959605842749;7230;20815;8.42028009;55.4073
06/02/2012;5.65;8277100;90.13540147144258;6707;21022;4.23219624;55.2825
07/02/2012;5.55;8284400;90.12821889536498;6220;19190;4.45452233;55.1241
08/02/2012;5.67;8291250;88.70015087715531;6930;21753;6.39615213;55.0085
09/02/2012;5.61;8298500;80.30966950047416;7129;21359;5.13418159;54.8661
10/02/2012;5.7;8305750;80.44365782515055;7403;23023;7.36132278;54.7329
11/02/2012;5.89;8312650;77.36926539045182;8634;28315;4.2245492;54.5936
12/02/2012;5.65;8320150;78.37395492512536;7597;22686;3.86008926;54.4515
13/02/2012;5.55;8328050;77.74491965997223;6948;19620;3.76758105;54.3146
14/02/2012;5.34;8334900;77.66002930554045;8165;26869;5.48199454;54.1616
15/02/2012;4.55;8341800;92.47323022787846;9614;32405;15.76436781;53.9688
16/02/2012;4.46;8348500;92.19018335084347;9526;30659;6.72396705;53.7633
17/02/2012;4.23;8355400;86.15354308251972;9178;30977;8.72128795;53.5637
18/02/2012;4.43;8363000;88.4830693286475;6684;18762;3.68549153;53.4045
19/02/2012;4.24;8371550;86.60310156885286;6454;16047;3.21621826;53.3349
20/02/2012;4.44;8379450;87.25896004212666;5922;16453;2.64479077;53.2018
21/02/2012;4.36;8386450;86.92426014116765;6570;19885;4.35283223;53.0584
22/02/2012;4.3;8392900;86.52303828631915;6220;22288;3.19851658;52.8817
23/02/2012;4.45;8400850;87.97774739687368;7151;19525;3.433529;52.6886
24/02/2012;4.95;8409150;97.13906042927925;8210;23276;5.20704941;52.5525
25/02/2012;4.96;8416600;93.20446861393712;6893;21869;4.30575197;52.3766
26/02/2012;4.82;8424850;92.1233057543293;6194;17817;3.04870838;52.1459
27/02/2012;4.96;8432350;91.86190165185663;5750;17937;3.37778201;51.9466
28/02/2012;4.95;8440050;89.03948073103214;6906;19990;6.04736552;51.88
29/02/2012;4.86;8448050;88.44690063569708;6633;19158;3.49948471;51.8464
01/03/2012;4.79;8457000;88.2727215758466;6811;17384;3.65116503;51.7781
02/03/2012;4.93;8464550;89.00232513781019;6812;22475;6.45537862;51.6605
03/03/2012;4.7;8471250;87.38986151019714;7635;28437;4.6708826;51.4806
04/03/2012;4.64;8476900;85.9327918670627;5336;20354;3.32131104;51.2072
05/03/2012;4.82;8483750;87.36849235286564;6339;20902;3.77356746;50.9604
06/03/2012;4.94;8491000;87.90963077206796;7002;24401;5.42830118;50.8063
07/03/2012;4.97;8497850;87.4931963414218;6436;23403;4.60175738;50.6778
08/03/2012;4.92;8505550;87.38348774610729;6620;19258;4.0211343;50.6007
09/03/2012;4.9;8513350;86.90169568586275;6542;19708;4.08147223;50.5921
10/03/2012;4.88;8521750;86.87695534700288;6587;18919;4.1819111;50.5676
11/03/2012;4.89;8530000;86.59805219009762;5373;18974;4.39026369;50.5272
12/03/2012;4.89;8536700;85.5407372521902;5031;18057;2.76833951;50.4901
13/03/2012;4.88;8545000;84.58792263952358;6446;18852;3.929744;50.4878
14/03/2012;5.22;8553000;88.09211247170451;7330;24389;11.4625264;50.4803
15/03/2012;5.37;8559850;87.6904376687819;6879;26318;5.1367538;50.4209
16/03/2012;5.26;8565900;66.55382662801709;6309;24741;3.48120577;50.3409
17/03/2012;5.34;8573550;66.03043626168943;6784;19901;8.73077121;50.3169
18/03/2012;5.29;8582050;62.805889551765844;7042;18617;3.64763934;50.3144
19/03/2012;5.24;8590050;61.471952038183886;6048;16346;3.26727292;50.2742
20/03/2012;4.81;8597200;67.16589585330719;6763;21515;4.26657468;50.2049
21/03/2012;4.77;8605200;65.55790563499123;6544;18303;4.67126807;50.1885
22/03/2012;4.8;8613100;65.14567709946623;6976;20017;3.35420326;50.1207
23/03/2012;4.74;8621000;65.105054378859;6621;18964;3.37842732;50.0596
24/03/2012;4.69;8627300;64.28906360707299;6139;21156;4.28174433;49.9435
25/03/2012;4.66;8636500;52.03302014410187;6360;14790;14.88836508;49.9236
26/03/2012;4.58;8644350;52.280979092206124;6212;18091;6.98000255;49.8739
27/03/2012;4.63;8651900;51.621973698924826;6811;21750;3.5272506;49.7866
28/03/2012;4.72;8659700;51.03688472603925;6566;19119;4.29409007;49.7104
29/03/2012;4.79;8667200;51.35483708656187;7045;21697;4.70500298;49.6383
30/03/2012;4.77;8674250;50.99225027159316;7779;24529;4.674722;49.5006
31/03/2012;4.83;8681950;50.93682321194226;6786;20387;4.2526487;49.4067
01/04/2012;4.89;8690450;50.09289659944327;6217;16542;4.67044821;49.3217
02/04/2012;4.79;8697550;47.69180021604945;5566;18478;3.79019858;49.2194
03/04/2012;4.94;8703350;48.56379012535871;6512;26688;4.23804944;49.0912
04/04/2012;4.91;8710000;46.8596680514;7681;26776;4.97549642;48.9576
05/04/2012;4.89;8716850;46.07400084508987;7213;23709;4.92289303;48.8851
06/04/2012;4.91;8722700;46.044673069073326;7014;30910;5.08743188;48.7995
07/04/2012;4.95;8729500;45.999929028155606;6729;24338;4.55230007;48.7049
08/04/2012;4.74;8735950;48.435153043700865;5957;21163;3.83199687;48.6173
09/04/2012;4.76;8743450;48.45733289335041;5847;17627;3.7446752;48.5264
10/04/2012;4.82;8750750;48.6730196534705;6679;20506;4.12337;48.4449
11/04/2012;4.81;8758100;48.67582936553656;8492;25084;6.76317783;48.3644
12/04/2012;4.9;8765150;49.12366324302139;8135;27537;5.99264429;48.2403
13/04/2012;4.88;8771500;42.72385804361;7967;28218;5.52846468;48.1472
14/04/2012;4.89;8777650;41.31687690287199;7309;27316;4.58348946;48.081
15/04/2012;4.97;8784600;41.347360208034125;8024;25134;5.9034423;47.9823
16/04/2012;4.93;8789950;40.93731978720482;7189;29361;3.43233416;47.8483
17/04/2012;4.91;8797450;40.86889503765301;8521;27019;5.89421381;47.7905
18/04/2012;4.96;8804200;41.01824545262345;7911;29593;6.81279204;47.7128
19/04/2012;5.1;8810700;29.24930311766554;8526;32759;6.1545368;47.6435
20/04/2012;5.14;8818550;29.07560577769688;7796;23255;5.93884531;47.5933
21/04/2012;5.27;8826250;30.095999092335752;8249;28089;7.17345209;47.5049
22/04/2012;5.26;8833950;29.62193962651215;7334;22538;4.89529447;47.4217
23/04/2012;5.18;8840950;29.948268122777183;6220;20799;4.84142314;47.3393
24/04/2012;5.07;8847700;31.004818493445683;7353;25705;4.41499301;47.2163
25/04/2012;5.07;8854600;30.166992254382173;7593;24850;6.47879029;47.0925
26/04/2012;5.12;8860950;30.136631538734697;7493;27232;5.58132728;46.9746
27/04/2012;5.08;8868700;29.817791636204447;10204;27813;13.42492001;46.9033
28/04/2012;5.09;8875450;29.487182695986668;7008;24241;5.76731988;46.772
29/04/2012;4.96;8883050;30.993863634325397;7455;21896;7.08320845;46.6685
30/04/2012;4.95;8892000;30.746376703318226;7840;19234;3.94050767;46.5996
01/05/2012;4.95;8900950;30.464054469778524;9317;23154;5.03599379;46.5093
02/05/2012;4.97;8909450;29.517579568829365;10381;28570;7.12012572;46.413
03/05/2012;5.06;8916950;28.203708494847135;9927;31458;6.99131507;46.2994
04/05/2012;5.1;8924800;28.194890860021328;13943;38819;10.84808946;46.1656
05/05/2012;5.08;8932850;28.191303898747126;14596;40385;10.74153325;46.0368
06/05/2012;5.04;8941200;28.350472561984088;12560;33023;7.6991075;45.918
07/05/2012;5.04;8949400;28.230595923817397;11193;34755;7.40766949;45.7913
08/05/2012;5.05;8957900;23.35503898286279;18479;48385;14.14263953;45.6463
09/05/2012;5.03;8966700;23.436624802201713;17456;43481;12.54121044;45.5728
10/05/2012;5.01;8975000;23.19534798771773;17553;48697;13.45139824;45.482
11/05/2012;4.92;8981450;24.144686497680308;13465;47689;9.85749399;45.3874
12/05/2012;4.93;8988600;23.285607004669988;17126;53488;11.03041115;45.2597
13/05/2012;4.94;8995000;23.241356973966326;18272;61901;11.06074525;45.0795
14/05/2012;4.94;9002000;23.234146474631547;15325;47537;12.39102246;44.9352
15/05/2012;5.01;9008950;23.060027568699702;28511;89899;27.53764834;44.7593
16/05/2012;5;9015450;22.87977546678634;23106;80219;21.38313663;44.5652
17/05/2012;5.08;9021500;23.432676740014326;16821;67124;11.94144966;44.329
18/05/2012;5.08;9027300;23.20847153464258;17674;69625;11.99180891;44.2245
19/05/2012;5.11;9034550;21.162782589590726;24391;75225;17.07444124;44.0871
20/05/2012;5.09;9042000;21.017423306098575;36987;109566;32.76241802;43.9534
21/05/2012;5.1;9048900;18.96275681924383;29159;92588;18.77358342;43.7748
22/05/2012;5.08;9055200;18.986824978866604;31830;111017;19.64773127;43.5488
23/05/2012;5.08;9060950;18.287390478145422;23952;92410;13.11842586;43.3003
24/05/2012;5.11;9067450;16.797057674532873;26620;90690;18.77804751;43.0558
25/05/2012;5.12;9073700;16.807059867890434;27151;96882;19.52089438;42.8209
26/05/2012;5.11;9079750;16.468907649316;29051;104803;19.88506227;42.7286
27/05/2012;5.09;9086850;16.291650308884225;22714;68757;14.63448884;42.6664
28/05/2012;5.1;9094800;16.29159367774022;26748;73479;17.70745233;42.5897
29/05/2012;5.12;9101900;13.374739964429136;29872;93699;20.51797152;42.529
30/05/2012;5.14;9108200;13.362670668089073;30289;107227;16.21927198;42.4603
31/05/2012;5.14;9114750;13.362670668089073;25517;88271;19.02821557;42.3535
01/06/2012;5.16;9121650;13.358880121113621;20463;67089;12.1161877;42.2502
02/06/2012;5.25;9129250;13.257392143739343;26842;78591;16.24747818;42.1448
03/06/2012;5.22;9137250;13.248384514331514;13098;36918;7.31139457;42.0217
04/06/2012;5.26;9144900;13.345163373216488;34821;99387;19.88605408;41.9112
05/06/2012;5.24;9152650;13.068573750219807;45949;130284;28.81483827;41.7752
06/06/2012;5.41;9160000;16.86374089117698;42606;123487;29.13484502;41.7024
07/06/2012;5.44;9167650;16.899066562627457;17339;51285;12.24489512;41.6181
08/06/2012;5.53;9174600;17.407560707442283;32906;103476;21.46360519;41.4829
09/06/2012;5.61;9181650;17.63486644847951;24072;80657;16.44479223;41.3486
10/06/2012;5.56;9190200;16.451643520367828;33252;84364;23.09301736;41.2063
11/06/2012;5.46;9198500;18.18225845133993;39921;101069;24.40282552;41.0813
12/06/2012;5.52;9205500;18.36167302180476;32766;102546;18.50633074;40.9433
13/06/2012;5.67;9213300;19.99089949739915;20060;61316;12.15913868;40.7965
14/06/2012;5.97;9220800;25.691190866017624;55102;157078;36.91868537;40.6113
15/06/2012;5.91;9228600;26.153795220498896;62006;180194;38.83275792;40.5374
16/06/2012;6.25;9236550;31.35544121190458;55861;156504;34.02598644;40.4596
17/06/2012;6.42;9244350;32.00180339033334;42585;123663;27.68891436;40.3679
18/06/2012;6.24;9252550;34.40964025528291;43641;113803;26.11005866;40.255
19/06/2012;6.36;9261300;34.45339595651208;38210;97293;27.1834845;40.1391
20/06/2012;6.46;9268650;34.50962412320192;36945;115414;25.75942857;39.9823
21/06/2012;6.63;9275900;34.796918706075786;32535;106130;22.09237475;39.8173
22/06/2012;6.66;9282700;34.6874289007393;26675;92134;31.87983747;39.6672
23/06/2012;6.57;9289600;35.56479018339925;22441;77474;19.35979214;39.5442
24/06/2012;6.43;9297800;37.01341978799695;22452;64844;17.86018059;39.5176
25/06/2012;6.35;9304350;37.536214267605615;22276;77674;14.50383007;39.46
26/06/2012;6.3;9312050;37.710641262500104;28907;84098;16.30148294;39.3988
27/06/2012;6.39;9319500;37.74166735649573;30473;88173;18.33150654;39.3435
28/06/2012;6.58;9327650;38.46846947685097;30316;81587;17.84127969;39.2862
29/06/2012;6.59;9334500;38.512164255026;27117;87881;16.19879355;39.19
30/06/2012;6.61;9341800;38.44457684051696;23222;65968;11.97685192;39.1194
01/07/2012;6.67;9348400;38.41064835110712;22148;70219;13.57610179;39.0427
02/07/2012;6.6;9355500;38.83899808998299;19522;58101;10.17623021;38.9778
03/07/2012;6.72;9363100;38.694042652126626;25449;69980;18.77382788;38.9153
04/07/2012;6.53;9371100;40.802752977472736;21643;57333;11.21067663;38.8908
05/07/2012;6.5;9378600;40.830715496837065;23146;67907;13.36563737;38.8404
06/07/2012;6.66;9385800;40.33348722876945;22165;69507;13.26742361;38.8124
07/07/2012;6.65;9393550;40.43864744319837;24430;68749;16.72831956;38.7577
08/07/2012;6.76;9401850;40.4385652380423;25390;64505;42.45933951;38.7276
09/07/2012;6.88;9409500;40.531340932831625;20477;57328;11.53840787;38.7003
10/07/2012;6.88;9417650;40.212387212770935;25748;69084;15.84199395;38.66
11/07/2012;7.12;9425150;40.22801242384382;35075;101919;24.02899521;38.6266
12/07/2012;7.12;9431850;40.33735103516585;30812;102062;19.11498785;38.5305
13/07/2012;7.43;9439350;41.598359772344295;24551;71778;13.33523457;38.4942
14/07/2012;7.74;9447500;40.37204770314345;24579;70760;14.54737377;38.4492
15/07/2012;7.57;9455550;41.29046018376568;22255;60033;16.00115276;38.408
16/07/2012;7.57;9462550;37.605371808610684;26560;82429;17.04197676;38.3383
17/07/2012;8.22;9470050;45.55631858473485;31355;95091;21.0388152;38.2762
18/07/2012;8.55;9478650;44.818544058185196;35262;91054;20.14386431;38.2584
19/07/2012;8.97;9486400;46.61088437654521;32514;97228;26.79497112;38.2212
20/07/2012;9.02;9493150;46.6302618606448;31509;108676;27.38711001;38.1666
21/07/2012;8.41;9500550;54.192357047783624;36414;110244;29.95166138;38.1225
22/07/2012;8.86;9507600;56.317879136044276;34942;106357;20.16994583;38.0785
23/07/2012;8.51;9515350;58.42788586691888;36450;95038;21.87691919;38.0246
24/07/2012;8.58;9522400;57.40747709495733;30972;93495;17.83555375;37.9618
25/07/2012;8.61;9530450;56.899888645049494;29123;78732;16.57956177;37.9026
26/07/2012;8.64;9538450;56.58294137155167;26131;68637;14.3711866;37.8448
27/07/2012;8.82;9546900;56.67970531016786;30521;78491;18.04612605;37.8126
28/07/2012;8.88;9555800;56.294700825298335;27331;63330;17.60561154;37.778
29/07/2012;8.97;9563450;56.211648339371905;35414;94766;20.56474291;37.7374
30/07/2012;8.74;9571750;57.576286963015455;34168;87456;18.04512615;37.6834
31/07/2012;9.01;9580550;58.04489170302279;34444;89713;20.19150021;37.6466
01/08/2012;9.29;9587050;57.98390260119827;42464;140815;22.28333697;37.5878
02/08/2012;9.45;9593750;57.971286205484574;30259;97625;19.5147902;37.529
03/08/2012;10.36;9602000;62.56914441924966;32865;86571;19.04975238;37.5201
04/08/2012;10.89;9610100;63.26152572543439;27323;71648;24.46891133;37.4983
05/08/2012;10.99;9617900;63.268150463988796;29654;83448;16.8896588;37.4899
06/08/2012;10.64;9624850;65.2696415954193;33800;99428;25.77500845;37.4655
07/08/2012;10.86;9631850;65.29078717115506;35396;101716;25.09307551;37.432
08/08/2012;11.03;9640050;65.28761948204061;29055;70186;18.55619163;37.4058
09/08/2012;11.04;9648350;65.26089312692663;39376;97693;52.14216011;37.3753
10/08/2012;11.22;9656850;64.91866516157388;30892;79574;47.63071396;37.3624
11/08/2012;11.39;9664650;64.68818391979758;27960;72526;14.95339143;37.3454
12/08/2012;11.5;9673050;63.97760578536861;33035;77756;18.68458718;37.3379
13/08/2012;11.93;9681000;63.77809886532061;35594;90821;17.73295486;37.3221
14/08/2012;11.82;9689000;62.99737083578484;48487;126858;25.45399296;37.3099
15/08/2012;12.07;9696850;62.798969755276694;34921;96098;21.77997035;37.2782
16/08/2012;12.88;9705200;60.72511937687489;53457;144626;33.10024996;37.2642
17/08/2012;13.35;9712900;60.55933822797554;45425;125452;29.37647926;37.2334
18/08/2012;11.97;9719800;73.21344407574936;41075;127492;29.93836575;37.2039
19/08/2012;11.73;9727350;73.94352234661898;36763;99412;17.65665241;37.1633
20/08/2012;8.41;9736450;138.10866471035436;36659;99674;21.7672384;37.137
21/08/2012;9.75;9745150;146.4401981392918;36298;92614;27.38081026;37.0963
22/08/2012;10.02;9753800;145.81045610817918;44124;103555;25.94534541;37.0686
23/08/2012;10.06;9761600;145.80786469231901;35965;94493;21.67531603;37.0492
24/08/2012;10.05;9769850;145.8232789176226;31512;76741;20.75513789;37.0351
25/08/2012;10.41;9777250;146.19653739068403;31922;87068;19.71177945;36.9977
26/08/2012;10.48;9784150;146.10448462106083;33383;98520;23.30520655;36.9773
27/08/2012;10.57;9793100;146.10736516302887;29713;68466;20.59804106;36.9913
28/08/2012;10.9;9800350;146.3609550702438;33584;96952;29.09567864;36.9606
29/08/2012;10.94;9807900;145.89772439590573;30031;83512;24.95920596;36.9264
30/08/2012;10.86;9816300;145.7449090390411;33807;81394;24.10615423;36.8955
31/08/2012;10.76;9824000;145.56873923558692;34045;91193;29.39862691;36.8798
01/09/2012;10.15;9831000;147.14402649982364;41195;121544;30.95710991;36.8286
02/09/2012;10.1;9839050;143.55938634348107;39991;101649;35.54640183;36.8026
03/09/2012;10.13;9847250;142.400321874896;33323;85600;29.37270497;36.7892
04/09/2012;10.42;9855100;142.75036012024833;39368;106726;34.88332896;36.7501
05/09/2012;10.34;9862750;142.34383724359645;38817;113038;28.55961977;36.713
06/09/2012;10.79;9871750;142.9710303329616;41347;100140;26.29719468;36.7089
07/09/2012;11.04;9880300;143.09631648431957;42805;103693;25.56302948;36.7052
08/09/2012;11.08;9888700;143.1015279023025;33580;84072;20.08905069;36.6758
09/09/2012;11.01;9895950;142.99908848721725;31270;91707;22.67292948;36.6504
10/09/2012;11.02;9903900;142.8891287818211;31636;82318;22.34170504;36.6423
11/09/2012;11.1;9911400;142.8690974159273;33477;94140;23.47180457;36.6204
12/09/2012;11.27;9918650;142.34717114207564;38708;113586;31.3262153;36.5867
13/09/2012;11.29;9926400;142.32734153105153;27280;75845;20.01591829;36.5561
14/09/2012;11.36;9932900;142.12724875780896;29111;100412;19.47134289;36.4991
15/09/2012;11.63;9941000;140.3933847027359;36511;100856;20.32484086;36.4988
16/09/2012;11.71;9948200;139.7361335108409;27455;81608;14.98696057;36.4721
17/09/2012;11.94;9956250;134.71225347399044;27568;79221;14.23337851;36.4346
18/09/2012;11.88;9964650;134.52993567525212;25195;66265;14.90327874;36.431
19/09/2012;12.12;9973000;60.457573378451144;32003;83574;22.02736234;36.4146
20/09/2012;12.5;9980050;36.40333667688027;32230;99259;21.44313874;36.3749
21/09/2012;12.41;9987650;36.1229748876515;31715;86872;19.10584106;36.3409
22/09/2012;12.26;9996100;36.733769361727646;29984;80031;28.13668865;36.3325
23/09/2012;12.21;10003950;36.8298590144412;22078;72743;15.45268456;36.3196
24/09/2012;12.09;10011850;35.74803041570489;27938;80910;18.03152252;36.3
25/09/2012;12.09;10019500;35.78398323851712;28932;84970;28.12581884;36.2799
26/09/2012;12.13;10026450;35.76088574194788;26194;76643;15.53276865;36.2512
27/09/2012;12.25;10033450;34.55994132200329;31024;99359;18.74204538;36.2102
28/09/2012;12.3;10041500;34.55989533148267;27751;76206;15.85641623;36.2039
29/09/2012;12.35;10049400;34.32096073605608;34714;97427;60.22372978;36.1984
30/09/2012;12.38;10057800;33.98130641629891;22483;65290;13.88599091;36.1803
01/10/2012;12.38;10065750;25.358637707135312;21116;64830;11.43792249;36.1764
02/10/2012;12.41;10072300;25.064681417673075;24625;93736;16.80322261;36.1315
03/10/2012;12.66;10079600;25.429226183563156;32824;105167;30.15118834;36.1271
04/10/2012;12.8;10086250;24.34293603815711;26965;103502;18.90474388;36.0837
05/10/2012;12.84;10092800;23.81483370164061;33567;121405;131.81592391;36.0546
06/10/2012;12.71;10099600;20.880126406731105;34928;112764;26.62560753;36.0197
